롯데칠성의 국내 주류 내 소주 매출 비중 추이 및 전망,2019,2020,2021,2022,1-3Q23,2023E,2024E
롯데칠성의 국내 주류 내 소주 매출 비중,42%,38%,34%,36%,42%,42%,42%
