롯데칠성의 국내 음료 내 탄산 매출 비중 추이 및 전망,2019,2020,2021,2022,1-3Q23,2023E,2024E
롯데칠성의 국내 음료 내 탄산 매출 비중,39%,41%,43%,45%,45%,46%,47%
